testCase,size,startTime,endTime,runtime
ecoreTest,1000,1698107512573,1698107521428,8855
ecoreTest,1100,1698107521443,1698107532689,11246
ecoreTest,1200,1698107532702,1698107547824,15122
ecoreTest,1300,1698107547838,1698107565854,18016
ecoreTest,1400,1698107565868,1698107589970,24102
ecoreTest,1400,1698107589984,1698107613471,23487
ecoreTest,1400,1698107613485,1698107637374,23889
