testCase,size,startTime,endTime,runtime
socialNetworkTest,150,1698099608822,1698099616621,7799
socialNetworkTest,160,1698099616636,1698099628937,12301
socialNetworkTest,170,1698099628950,1698099643865,14915
socialNetworkTest,180,1698099643878,1698099662974,19096
socialNetworkTest,190,1698099662987,1698099688228,25241
socialNetworkTest,190,1698099688240,1698099714066,25826
socialNetworkTest,190,1698099714079,1698099740448,26369
