testCase,size,startTime,endTime,runtime
famTest,8000,1698104407639,1698104427003,19364
famTest,8100,1698104427018,1698104446176,19158
famTest,8200,1698104446189,1698104466209,20020
famTest,8200,1698104466222,1698104486119,19897
famTest,8300,1698104486132,1698104505923,19791
famTest,8400,1698104505935,1698104527301,21366
famTest,8400,1698104527315,1698104547705,20390
famTest,8400,1698104547719,1698104568724,21005
