testCase,size,startTime,endTime,runtime
ecoreTest,1000,1698107842279,1698107848560,6281
ecoreTest,1100,1698107848576,1698107856821,8245
ecoreTest,1200,1698107856835,1698107867246,10411
ecoreTest,1300,1698107867259,1698107879646,12387
ecoreTest,1400,1698107879659,1698107894443,14784
ecoreTest,1500,1698107894457,1698107911025,16568
ecoreTest,1600,1698107911039,1698107936174,25135
ecoreTest,1600,1698107936190,1698107960123,23933
ecoreTest,1600,1698107960137,1698107983924,23787
